2026-06-03T15:31:44Z	100000001	2
2026-06-03T15:31:46Z	100000002	2
2026-06-03T15:31:49Z	100000003	2
2026-06-03T15:32:06Z	100000004	0
2026-06-03T15:32:09Z	100000005	2
2026-06-03T15:32:12Z	100000006	2
2026-06-03T15:32:14Z	100000007	2
2026-06-03T15:32:16Z	100000008	2
2026-06-03T15:32:19Z	100000009	2
2026-06-03T15:32:35Z	100000010	0
2026-06-03T15:32:38Z	100000011	2
2026-06-03T15:32:40Z	100000012	2
2026-06-03T15:32:42Z	100000013	2
2026-06-03T15:32:45Z	100000014	2
2026-06-03T15:32:47Z	100000015	2
2026-06-03T15:32:50Z	100000016	2
2026-06-03T15:32:52Z	100000017	2
2026-06-03T15:33:08Z	100000018	0
2026-06-03T15:33:27Z	100000019	0
2026-06-03T15:33:41Z	100000020	0
2026-06-03T15:33:59Z	100000021	0
2026-06-03T15:34:02Z	100000022	2
2026-06-03T15:34:18Z	100000023	0
2026-06-03T15:34:21Z	100000024	2
2026-06-03T15:34:24Z	100000025	2
2026-06-03T15:34:41Z	100000026	0
2026-06-03T15:34:44Z	100000027	2
2026-06-03T15:34:47Z	100000028	2
2026-06-03T15:34:49Z	100000029	2
2026-06-03T15:34:52Z	100000030	2
2026-06-03T15:34:55Z	100000031	2
2026-06-03T15:34:58Z	100000032	2
2026-06-03T15:35:00Z	100000033	2
2026-06-03T15:35:03Z	100000034	2
2026-06-03T15:35:06Z	100000035	2
2026-06-03T15:35:23Z	100000036	0
2026-06-03T15:35:40Z	100000037	0
2026-06-03T15:35:43Z	100000038	2
2026-06-03T15:35:45Z	100000039	2
2026-06-03T15:35:48Z	100000040	2
2026-06-03T15:35:50Z	100000041	2
2026-06-03T15:35:57Z	100000042	2
2026-06-03T15:36:04Z	100000043	2
2026-06-03T15:36:30Z	100000044	0
2026-06-03T15:36:33Z	100000045	2
2026-06-03T15:36:36Z	100000046	2
2026-06-03T15:36:39Z	100000047	2
2026-06-03T15:36:58Z	100000048	0
2026-06-03T15:37:01Z	100000049	2
2026-06-03T15:37:03Z	100000050	2
2026-06-03T15:37:06Z	100000051	2
2026-06-03T15:37:09Z	100000052	2
2026-06-03T15:37:28Z	100000053	0
2026-06-03T15:37:30Z	100000054	2
2026-06-03T15:37:33Z	100000055	2
2026-06-03T15:37:35Z	100000056	2
2026-06-03T15:37:38Z	100000057	2
2026-06-03T15:37:41Z	100000058	2
2026-06-03T15:37:44Z	100000059	2
2026-06-03T15:37:58Z	100000060	0
2026-06-03T15:38:00Z	100000061	2
2026-06-03T15:38:03Z	100000062	2
2026-06-03T15:38:21Z	100000063	0
2026-06-03T15:38:37Z	100000064	0
2026-06-03T15:38:54Z	100000065	0
2026-06-03T15:39:15Z	100000066	0
2026-06-03T15:39:31Z	100000067	0
2026-06-03T15:39:33Z	100000068	2
2026-06-03T15:39:53Z	100000069	0
2026-06-03T15:39:55Z	100000070	2
2026-06-03T15:40:14Z	100000071	0
2026-06-03T15:40:16Z	100000072	2
2026-06-03T15:40:19Z	100000073	2
2026-06-03T15:40:22Z	100000074	2
2026-06-03T15:40:24Z	100000075	2
2026-06-03T15:40:44Z	100000076	0
2026-06-03T15:40:46Z	100000077	2
2026-06-03T15:41:03Z	100000078	0
2026-06-03T15:41:18Z	100000079	0
2026-06-03T15:41:21Z	100000080	2
2026-06-03T15:41:24Z	100000081	2
2026-06-03T15:41:26Z	100000082	2
2026-06-03T15:41:29Z	100000083	2
2026-06-03T15:41:46Z	100000084	0
2026-06-03T15:42:02Z	100000085	0
2026-06-03T15:42:05Z	100000086	2
2026-06-03T15:42:07Z	100000087	2
2026-06-03T15:42:10Z	100000088	2
