run_id,scenario,window_start,window_end,throughput_mbps,pdr_percent,avg_delay_s,tx_packets,rx_packets,rx_bytes,udp_rx_in_window,udp_expected_in_window,udp_loss_percent,overhead_ratio,hello_count,olsr_control_bytes_with_hello,path_hops_internal,min_attacker_trust,avg_attacker_trust,blacklist_max_size,mac_tx_in_window,mac_drop_in_window,mac_tx_total,mac_drop_total
43,defense_vs_attack,420.000000,460.000000,0.001080,55.555556,0.019479,18,10,5400,10,18,44.444444,156.041481,1000,842624,4,0.000000,0.897959,1,2479,0,22439,0
45,baseline,120.000000,160.000000,0.001944,100.000000,0.031939,18,18,9720,18,18,0.000000,25.247737,1000,245408,6,1.000000,1.000000,0,1700,0,6229,0
45,attack_only,220.000000,260.000000,0.000000,0.000000,0.000000,18,0,0,0,18,100.000000,0.000000,1000,236600,6,1.000000,1.000000,0,1617,0,10244,0
45,defense_only,320.000000,360.000000,0.001944,100.000000,0.013295,18,18,9720,18,18,0.000000,88.093004,1000,856264,6,1.000000,1.000000,0,2490,0,16285,0
45,defense_vs_attack,420.000000,460.000000,0.001188,61.111111,0.023790,18,11,5940,11,18,38.888889,146.053199,1000,867556,6,0.000000,0.836735,1,2554,0,22524,0
47,baseline,120.000000,160.000000,0.001944,100.000000,0.015247,18,18,9720,18,18,0.000000,30.040741,1000,291996,3,1.000000,1.000000,0,1721,0,6483,0
47,attack_only,220.000000,260.000000,0.001944,100.000000,0.005790,18,18,9720,18,18,0.000000,30.023868,1000,291832,3,1.000000,1.000000,0,1698,0,10678,0
47,defense_only,320.000000,360.000000,0.001944,100.000000,0.012926,18,18,9720,18,18,0.000000,95.109053,1000,924460,3,1.000000,1.000000,0,2314,0,16244,0
47,defense_vs_attack,420.000000,460.000000,0.001944,100.000000,0.007570,18,18,9720,18,18,0.000000,93.023045,1000,904184,3,0.000000,0.857143,1,2326,0,22072,0
49,baseline,120.000000,160.000000,0.001944,100.000000,0.031600,18,18,9720,18,18,0.000000,31.474486,1000,305932,6,1.000000,1.000000,0,1770,0,6583,0
49,attack_only,220.000000,260.000000,0.001944,100.000000,0.013915,18,18,9720,18,18,0.000000,31.016872,1000,301484,6,1.000000,1.000000,0,1774,0,10846,0
49,defense_only,320.000000,360.000000,0.001944,100.000000,0.025847,18,18,9720,18,18,0.000000,107.006173,1000,1040100,6,1.000000,1.000000,0,2449,0,16700,0
49,defense_vs_attack,420.000000,460.000000,0.001404,72.222222,0.102496,18,13,7020,13,18,27.777778,130.350427,1000,915060,6,0.000000,0.816327,4,2606,0,22815,0
56,baseline,120.000000,160.000000,0.001944,100.000000,0.080957,18,18,9720,18,18,0.000000,22.351029,1000,217252,5,1.000000,1.000000,0,1637,0,6130,0
56,attack_only,220.000000,260.000000,0.001944,100.000000,0.010194,18,18,9720,18,18,0.000000,23.916461,1000,232468,5,1.000000,1.000000,0,1681,0,10157,0
56,defense_only,320.000000,360.000000,0.001944,100.000000,0.022657,18,18,9720,18,18,0.000000,83.677366,1000,813344,5,1.000000,1.000000,0,2563,0,16384,0
56,defense_vs_attack,420.000000,460.000000,0.001188,61.111111,0.013608,18,11,5940,11,18,38.888889,141.331313,1000,839508,5,0.000000,0.836735,2,2665,0,22951,0
62,baseline,120.000000,160.000000,0.001944,100.000000,0.036150,18,18,9720,18,18,0.000000,27.976543,1000,271932,7,1.000000,1.000000,0,1816,0,6647,0
62,attack_only,220.000000,260.000000,0.001944,100.000000,0.013951,18,18,9720,18,18,0.000000,27.844033,1000,270644,7,1.000000,1.000000,0,1745,0,10820,0
62,defense_only,320.000000,360.000000,0.001944,100.000000,0.031657,18,18,9720,18,18,0.000000,101.390535,1000,985516,7,1.000000,1.000000,0,2630,0,17073,0
62,defense_vs_attack,420.000000,460.000000,0.001944,100.000000,0.017917,18,18,9720,18,18,0.000000,98.169547,1000,954208,7,0.000000,0.918367,1,2649,0,23399,0
63,baseline,120.000000,160.000000,0.001944,100.000000,0.015505,18,18,9720,18,18,0.000000,25.123045,1000,244196,3,1.000000,1.000000,0,1627,0,6010,0
63,attack_only,220.000000,260.000000,0.001944,100.000000,0.005789,18,18,9720,18,18,0.000000,24.208642,1000,235308,3,1.000000,1.000000,0,1529,0,9781,0
63,defense_only,320.000000,360.000000,0.001944,100.000000,0.013514,18,18,9720,18,18,0.000000,107.182716,1000,1041816,3,1.000000,1.000000,0,2376,0,15455,0
63,defense_vs_attack,420.000000,460.000000,0.001944,100.000000,0.009290,18,18,9720,18,18,0.000000,111.295473,1000,1081792,3,0.000000,0.836735,1,2402,0,21353,0
64,baseline,120.000000,160.000000,0.001944,100.000000,0.071072,18,18,9720,18,18,0.000000,25.919753,1000,251940,3,1.000000,1.000000,0,1647,0,6248,0
64,attack_only,220.000000,260.000000,0.001944,100.000000,0.006729,18,18,9720,18,18,0.000000,25.863374,1000,251392,3,1.000000,1.000000,0,1622,0,10224,0
64,defense_only,320.000000,360.000000,0.001944,100.000000,0.012783,18,18,9720,18,18,0.000000,86.126337,1000,837148,3,1.000000,1.000000,0,2327,0,15964,0
64,defense_vs_attack,420.000000,460.000000,0.001944,100.000000,0.008280,18,18,9720,18,18,0.000000,90.240741,1000,877140,3,0.000000,0.816327,1,2399,0,21884,0
65,baseline,120.000000,160.000000,0.001944,100.000000,0.021301,18,18,9720,18,18,0.000000,29.169547,1000,283528,4,1.000000,1.000000,0,1749,0,6602,0
65,attack_only,220.000000,260.000000,0.001944,100.000000,0.008401,18,18,9720,18,18,0.000000,28.835802,1000,280284,4,1.000000,1.000000,0,1715,0,10839,0
65,defense_only,320.000000,360.000000,0.001944,100.000000,0.018313,18,18,9720,18,18,0.000000,85.719342,1000,833192,4,1.000000,1.000000,0,2387,0,16591,0
65,defense_vs_attack,420.000000,460.000000,0.001620,83.333333,0.010540,18,15,8100,15,18,16.666667,101.764444,1000,824292,4,0.000000,0.816327,1,2432,0,22565,0
66,baseline,120.000000,160.000000,0.001944,100.000000,0.021247,18,18,9720,18,18,0.000000,24.505761,1000,238196,4,1.000000,1.000000,0,1662,0,6229,0
66,attack_only,220.000000,260.000000,0.001944,100.000000,0.007952,18,18,9720,18,18,0.000000,23.105350,1000,224584,4,1.000000,1.000000,0,1616,0,10206,0
66,defense_only,320.000000,360.000000,0.001944,100.000000,0.017917,18,18,9720,18,18,0.000000,92.346091,1000,897604,4,1.000000,1.000000,0,2487,0,16269,0
66,defense_vs_attack,420.000000,460.000000,0.001944,100.000000,0.010849,18,18,9720,18,18,0.000000,92.816049,1000,902172,4,0.000000,0.775510,1,2521,0,22540,0
67,baseline,120.000000,160.000000,0.001944,100.000000,0.015708,18,18,9720,18,18,0.000000,27.118107,1000,263588,3,1.000000,1.000000,0,1596,0,6098,0
67,attack_only,220.000000,260.000000,0.001944,100.000000,0.006109,18,18,9720,18,18,0.000000,27.996296,1000,272124,3,1.000000,1.000000,0,1628,0,10102,0
67,defense_only,320.000000,360.000000,0.001944,100.000000,0.013318,18,18,9720,18,18,0.000000,103.020165,1000,1001356,3,1.000000,1.000000,0,2332,0,15809,0
67,defense_vs_attack,420.000000,460.000000,0.001944,100.000000,0.007653,18,18,9720,18,18,0.000000,102.197119,1000,993356,3,0.000000,0.857143,1,2364,0,21540,0
73,baseline,120.000000,160.000000,0.001944,100.000000,0.025783,18,18,9720,18,18,0.000000,28.993827,1000,281820,5,1.000000,1.000000,0,1740,0,6560,0
73,attack_only,220.000000,260.000000,0.001944,100.000000,0.009799,18,18,9720,18,18,0.000000,29.553498,1000,287260,5,1.000000,1.000000,0,1772,0,10841,0
73,defense_only,320.000000,360.000000,0.001944,100.000000,0.022702,18,18,9720,18,18,0.000000,84.759259,1000,823860,5,1.000000,1.000000,0,2489,0,16893,0
73,defense_vs_attack,420.000000,460.000000,0.001944,100.000000,0.012191,18,18,9720,18,18,0.000000,89.684362,1000,871732,5,0.000000,0.857143,2,2585,0,23001,0
75,baseline,120.000000,160.000000,0.001944,100.000000,0.030989,18,18,9720,18,18,0.000000,28.356790,1000,275628,6,1.000000,1.000000,0,1777,0,6636,0
75,attack_only,220.000000,260.000000,0.000000,0.000000,0.000000,18,0,0,0,18,100.000000,0.000000,1000,274064,6,1.000000,1.000000,0,1713,0,10820,0
75,defense_only,320.000000,360.000000,0.001944,100.000000,0.023702,18,18,9720,18,18,0.000000,91.727160,1000,891588,6,1.000000,1.000000,0,2467,0,16774,0
75,defense_vs_attack,420.000000,460.000000,0.001620,83.333333,0.040282,18,15,8100,15,18,16.666667,104.871605,1000,849460,7,0.000000,0.897959,1,2603,0,22936,0
77,baseline,120.000000,160.000000,0.001944,100.000000,0.026989,18,18,9720,18,18,0.000000,31.878601,1000,309860,5,1.000000,1.000000,0,1795,0,6745,0
77,attack_only,220.000000,260.000000,0.000000,0.000000,0.000000,18,0,0,0,18,100.000000,0.000000,1000,308396,5,1.000000,1.000000,0,1813,0,11120,0
77,defense_only,320.000000,360.000000,0.001944,100.000000,0.010318,18,18,9720,18,18,0.000000,96.660082,1000,939536,5,1.000000,1.000000,0,2476,0,17118,0
77,defense_vs_attack,420.000000,460.000000,0.001620,83.333333,0.023519,18,15,8100,15,18,16.666667,114.784198,1000,929752,5,0.000000,0.857143,1,2625,0,23391,0
80,baseline,120.000000,160.000000,0.001944,100.000000,0.031359,18,18,9720,18,18,0.000000,29.110700,1000,282956,6,1.000000,1.000000,0,1772,0,6571,0
80,attack_only,220.000000,260.000000,0.001944,100.000000,0.011890,18,18,9720,18,18,0.000000,30.507407,1000,296532,6,1.000000,1.000000,0,1763,0,10843,0
80,defense_only,320.000000,360.000000,0.001944,100.000000,0.027059,18,18,9720,18,18,0.000000,99.161728,1000,963852,6,1.000000,1.000000,0,2581,0,17012,0
80,defense_vs_attack,420.000000,460.000000,0.001728,88.888889,0.014943,18,16,8640,16,18,11.111111,108.363889,1000,936264,6,0.000000,0.857143,1,2638,0,23315,0
82,baseline,120.000000,160.000000,0.001944,100.000000,0.015385,18,18,9720,18,18,0.000000,21.174897,1000,205820,3,1.000000,1.000000,0,1531,0,5839,0
82,attack_only,220.000000,260.000000,0.001944,100.000000,0.005806,18,18,9720,18,18,0.000000,21.677778,1000,210708,3,1.000000,1.000000,0,1544,0,9620,0
82,defense_only,320.000000,360.000000,0.001944,100.000000,0.012851,18,18,9720,18,18,0.000000,91.362140,1000,888040,3,1.000000,1.000000,0,2530,0,15724,0
82,defense_vs_attack,420.000000,460.000000,0.001944,100.000000,0.007066,18,18,9720,18,18,0.000000,92.982305,1000,903788,3,0.000000,0.877551,1,2557,0,22052,0
