STATUS,attack_pdr,attack_rx,attacker_id,baseline_pdr,baseline_rx,both_pdr,both_rx,defense_pdr,defense_rx,elapsed_s,run,sent_per_window
OK,1.0,18,8,1.0,18,1.0,18,1.0,18,20.72854733467102,4,18
OK,1.0,18,5,1.0,18,0.2222,4,1.0,18,21.698708057403564,7,18
OK,1.0,18,8,1.0,18,1.0,18,1.0,18,21.067779064178467,11,18
OK,1.0,18,7,1.0,18,1.0,18,1.0,18,26.869763135910034,17,18
OK,0.0,0,5,1.0,18,0.7222,13,1.0,18,31.690983533859253,21,18
OK,1.0,18,3,1.0,18,1.0,18,1.0,18,21.608793258666992,23,18
OK,0.0,0,3,1.0,18,0.2222,4,1.0,18,26.29387378692627,25,18
OK,1.0,18,3,1.0,18,1.0,18,1.0,18,23.845561742782593,27,18
OK,0.0,0,3,1.0,18,0.7222,13,1.0,18,27.071566820144653,30,18
OK,1.0,18,6,1.0,18,1.0,18,1.0,18,26.7443265914917,31,18
